"","latitude","longitude","carbon_values","nitrogen_values","ph_values","Landcover","Climate_Re","elevation","prec_mean","temp_mean","clouds_mean","ndvi_mean"
"258",44.570281124498,3.14070351758794,502,753,59,"Forest","Cool Temperate Moist",1372,77.8333333333333,10.1000000000001,45.9841666666667,0.6386875
"259",47.2610441767068,3.95477386934673,575,911,53,"Forest","Cool Temperate Moist",476,87.25,13.5583333333333,42.86,0.709779166666667
"260",42.6827309236948,2.25879396984925,581,797,55,"Forest","Cool Temperate Moist",1372,66.5,11.7250000000001,39.22,0.688420833333333
"261",46.8995983935743,5.78643216080402,546,803,57,"Forest","Cool Temperate Moist",314,112.416666666667,14.5083333333334,37.4775,0.672120833333333
"262",45.2530120481928,3.54773869346734,585,902,55,"Forest","Cool Temperate Moist",724,72.8333333333333,14.1250000000001,42.44,0.717175
"263",44.3293172690763,6.05778894472362,559,701,55,"Forest","Cool Temperate Moist",1049,74.1666666666667,13.6,27.2691666666667,0.639920833333333
"264",44.4096385542169,5.37939698492462,520,699,60,"Forest","Cool Temperate Moist",901,79.5,13.7500000000001,29.6233333333333,0.697625
"265",47.3012048192771,6.19346733668342,601,938,53,"Forest","Cool Temperate Moist",413,97,14.2166666666666,37.2608333333333,0.690570833333333
"266",45.4136546184739,3.14070351758794,511,569,62,"Forest","Cool Temperate Moist",601,73.6666666666667,14.2166666666667,41.45,0.6725625
"267",45.574297188755,3.54773869346734,533,641,61,"Forest","Cool Temperate Moist",968,89.5,11.8166666666667,47.1291666666667,0.7409375
"268",45.3734939759036,3.41206030150754,535,655,60,"Forest","Cool Temperate Moist",584,77.8333333333333,14.7166666666667,42.1708333333333,0.717283333333333
"269",45.2128514056225,3.41206030150754,563,839,54,"Forest","Cool Temperate Moist",621,58.9166666666667,14.5416666666667,40.175,0.695820833333333
"270",44.3694779116466,5.37939698492462,547,749,58,"Forest","Cool Temperate Moist",1067,82.8333333333333,13.075,31.3316666666667,0.6710125
"271",45.574297188755,6.46482412060302,564,738,58,"Forest","Cool Temperate Moist",445,113,15.2416666666667,32.8091666666667,0.614908333333333
"272",46.4979919678715,5.65075376884422,569,792,54,"Forest","Cool Temperate Moist",523,127.833333333333,13.9666666666668,35.9941666666667,0.664420833333333
"273",45.0522088353414,5.58291457286432,574,770,55,"Forest","Cool Temperate Moist",1358,128.166666666667,10.2083333333334,41.0858333333333,0.555133333333333
"274",42.7228915662651,2.32663316582915,554,888,51,"Forest","Cool Temperate Moist",1163,66.0833333333333,12.5666666666667,39.0725,0.824933333333333
"275",46.0160642570281,6.66834170854271,526,721,61,"Forest","Cool Temperate Moist",1523,182.75,6.51666666666665,38.7225,0.453270833333333
"276",45.3734939759036,3.88693467336683,505,827,62,"Forest","Cool Temperate Moist",812,69.25,13.15,39.7141666666667,0.657579166666666
"277",44.7710843373494,6.05778894472362,510,763,60,"Forest","Cool Temperate Moist",1349,96.5,11.0500000000001,29.93,0.51655
"278",49.8714859437751,4.83668341708543,503,916,56,"Forest","Cool Temperate Moist",331,86.9166666666667,12.7083333333334,47.1958333333333,0.6551625
"279",44.85140562249,6.60050251256281,479,706,59,"Forest","Cool Temperate Moist",1490,68,9.14166666666671,31.965,0.478883333333333
"280",44.3694779116466,3.14070351758794,483,655,60,"Forest","Cool Temperate Moist",874,73,13.15,43.6466666666667,0.59635
"281",45.0120481927711,4.42964824120603,496,753,58,"Forest","Cool Temperate Moist",1044,98.9166666666667,11.775,39.0183333333333,0.633683333333333
"282",44.4899598393574,3.14070351758794,514,619,59,"Forest","Cool Temperate Moist",785,69.5833333333333,13.4500000000001,40.02,0.644925
"283",42.8835341365462,0.42713567839196,609,802,55,"Forest","Cool Temperate Moist",1509,116.166666666667,11.7250000000001,48.1416666666667,0.704783333333333
"284",45.574297188755,6.39698492462312,550,1069,55,"Forest","Cool Temperate Moist",1615,172.5,7.6083333333334,40.5791666666667,0.475629166666667
"285",46.3775100401606,6.05778894472362,526,718,57,"Forest","Cool Temperate Moist",1474,150.666666666667,8.55833333333339,42.6408333333333,0.549429166666667
"286",47.3012048192771,3.95477386934673,531,599,58,"Forest","Cool Temperate Moist",610,86.1666666666667,12.925,42.7225,0.729233333333334
"287",45.7349397590361,1.98743718592965,575,780,54,"Forest","Cool Temperate Moist",743,112,12.7333333333334,45.1008333333333,0.654954166666667
"288",44.5301204819277,3.14070351758794,544,772,53,"Forest","Cool Temperate Moist",1175,76.4166666666667,11.2166666666667,44.3575,0.7016625
"289",44.2489959839357,5.58291457286432,505,573,61,"Forest","Cool Temperate Moist",1185,74.1666666666667,12.775,28.3425,0.674329166666667
"290",45.0120481927711,5.24371859296483,529,567,59,"Forest","Cool Temperate Moist",816,101.833333333333,13.1833333333333,37.9316666666667,0.671745833333333
"291",45.1325301204819,3.34422110552764,524,600,59,"Forest","Cool Temperate Moist",899,69.4166666666667,12.9166666666667,45.0008333333333,0.722633333333333
"292",45.4939759036145,2.80150753768844,592,657,60,"Forest","Cool Temperate Moist",1276,105.75,9.77500000000003,47.1783333333333,0.563741666666667
"293",45.8152610441767,3.07286432160804,562,768,57,"Forest","Cool Temperate Moist",482,72.6666666666667,14.475,38.8858333333333,0.648233333333333
"294",43.7670682730924,6.66834170854271,546,687,57,"Forest","Cool Temperate Moist",1142,89.0833333333333,12.9833333333333,30.3525,0.706554166666666
"295",45.6144578313253,2.86934673366834,552,723,59,"Forest","Cool Temperate Moist",1373,94.0833333333333,9.61666666666673,46.6425,0.544695833333333
"296",44.289156626506,3.00502512562814,587,755,54,"Forest","Cool Temperate Moist",959,71.3333333333333,12.6416666666667,44.0841666666667,0.738620833333334
"297",43.8072289156626,6.66834170854271,533,692,58,"Forest","Cool Temperate Moist",1115,86.25,13.6166666666667,29.4516666666667,0.4481875
"298",44.6104417670683,5.78643216080402,513,807,58,"Forest","Cool Temperate Moist",1416,112.25,10.6416666666667,35.655,0.614820833333333
"299",45.6546184738956,1.71608040201005,516,902,56,"Forest","Cool Temperate Moist",626,119.166666666667,13.7583333333334,42.6491666666667,0.76445
"300",46.9799196787149,5.92211055276382,550,793,62,"Forest","Cool Temperate Moist",455,121.916666666667,14.0583333333333,38.1533333333333,0.748958333333333
"301",47.0602409638554,6.19346733668342,558,750,62,"Forest","Cool Temperate Moist",490,110.5,14.1583333333334,36.0566666666667,0.72285
"302",48.1847389558233,7.14321608040201,501,761,60,"Forest","Cool Temperate Moist",995,104.833333333333,9.71666666666675,45.3116666666667,0.684325
"303",44.85140562249,5.58291457286432,513,778,59,"Forest","Cool Temperate Moist",1141,98.0833333333333,11.3750000000001,36.0516666666667,0.585783333333333
"304",45.3333333333333,3.54773869346734,471,748,58,"Forest","Cool Temperate Moist",717,77.1666666666667,13.8416666666667,42.97,0.7334125
"305",45.3333333333333,5.78643216080402,496,886,54,"Forest","Cool Temperate Moist",1343,141.333333333333,10.0833333333334,39.1733333333333,0.6606
"306",46.3775100401606,5.51507537688442,516,706,60,"Forest","Cool Temperate Moist",585,128.916666666667,13.7333333333334,38.4041666666667,0.628483333333333
"307",45.0120481927711,3.27638190954774,522,998,56,"Forest","Cool Temperate Moist",1136,76.5,11.3,49.2,0.6219375
"308",46.2570281124498,4.42964824120603,545,773,58,"Forest","Cool Temperate Moist",544,90.0833333333333,14.0083333333334,40.055,0.725954166666667
"309",48.2650602409639,6.73618090452261,543,745,60,"Forest","Cool Temperate Moist",423,93.1666666666667,13.0583333333334,41.9375,0.7386375
"310",42.8433734939759,0.630653266331659,575,795,56,"Forest","Cool Temperate Moist",1347,91.25,12.0583333333333,45.4575,0.596591666666667
"311",45.3734939759036,6.26130653266332,518,679,60,"Forest","Cool Temperate Moist",861,124.5,11.9833333333334,33.7183333333333,0.669229166666667
"312",48.0240963855422,6.87185929648241,575,875,54,"Forest","Cool Temperate Moist",1005,121.166666666667,10.05,45.8958333333333,0.6362125
"313",44.9317269076305,3.07286432160804,0,0,0,"Forest","Cool Temperate Moist",859,68.0833333333333,12.9166666666667,42.7041666666667,0.637354166666667
"314",44.5301204819277,3.20854271356784,511,626,60,"Forest","Cool Temperate Moist",988,63.6666666666667,12.525,40.0808333333333,0.6305375
"315",45.1726907630522,3.07286432160804,521,717,52,"Forest","Cool Temperate Moist",977,79.1666666666667,12.2083333333334,46.1858333333333,0.6984
"316",44.8915662650602,3.47989949748744,522,670,59,"Forest","Cool Temperate Moist",1201,64,11.0000000000001,44.4266666666667,0.653775
"317",42.8835341365462,0.630653266331659,526,679,58,"Forest","Cool Temperate Moist",1000,85.5,14.7583333333334,42.0958333333333,0.677004166666667
"318",45.2530120481928,3.07286432160804,579,863,54,"Forest","Cool Temperate Moist",764,76.25,13.0833333333334,42.9125,0.6856
"319",42.5220883534137,2.59798994974874,548,730,55,"Forest","Cool Temperate Moist",985,57.0833333333333,14.8833333333334,34.645,0.697170833333333
"320",44.9718875502008,4.42964824120603,570,864,54,"Forest","Cool Temperate Moist",1039,104.083333333333,11.7583333333334,40.5925,0.670429166666667
"321",44.6907630522088,2.53015075376884,549,776,56,"Forest","Cool Temperate Moist",611,94.25,14.2333333333333,36.2783333333333,0.732058333333334
"322",47.140562248996,3.95477386934673,505,681,56,"Forest","Cool Temperate Moist",372,90.1666666666667,13.9833333333334,42.3,0.677125
"323",42.8032128514056,1.85175879396985,504,721,58,"Forest","Cool Temperate Moist",1416,71.0833333333333,11.0583333333334,40.1191666666667,0.601975
"324",46.0562248995984,4.42964824120603,524,695,61,"Forest","Cool Temperate Moist",664,87.8333333333333,13.3666666666667,41.6,0.6666875
"325",44.4497991967871,6.19346733668342,531,810,60,"Forest","Cool Temperate Moist",892,63.4166666666667,14.7416666666667,26.3491666666667,0.557620833333333
"326",45.1726907630522,3.68341708542714,496,734,60,"Forest","Cool Temperate Moist",1024,70.75,12.3333333333334,46.82,0.786225
"327",48.1044176706827,7.07537688442211,518,934,57,"Forest","Cool Temperate Moist",1154,116,9.41666666666669,47.3125,0.483166666666667
"328",42.9236947791165,1.51256281407035,532,801,56,"Forest","Cool Temperate Moist",1079,83.25,12.6833333333333,45.6566666666667,0.691125
"329",44.9718875502008,5.31155778894472,488,699,58,"Forest","Cool Temperate Moist",1259,111.083333333333,10.5666666666667,38.6225,0.613429166666667
"330",44.4497991967871,3.88693467336683,507,776,58,"Forest","Cool Temperate Moist",716,85,13.9916666666667,34.6158333333333,0.630279166666667
"331",42.7228915662651,0.562814070351759,507,934,55,"Forest","Cool Temperate Moist",1691,105.25,8.60000000000008,42.285,0.431716666666667
"332",45.2128514056225,3.20854271356784,484,707,58,"Forest","Cool Temperate Moist",777,76.1666666666667,13.9833333333333,44.385,0.64075
"333",44.85140562249,6.73618090452261,524,738,58,"Forest","Cool Temperate Moist",1869,88.5,6.57500000000005,36.6966666666667,0.4312
"334",44.2088353413655,5.51507537688442,501,652,59,"Forest","Cool Temperate Moist",1098,77.6666666666667,14.0833333333334,30.5233333333333,0.603441666666667
"335",42.8433734939759,0.35929648241206,534,904,54,"Forest","Cool Temperate Moist",1115,98.5833333333333,12.6666666666667,42.2891666666667,0.698858333333333
"336",42.9236947791165,0.766331658291458,551,832,54,"Forest","Cool Temperate Moist",1399,101.75,11.1083333333333,47.9508333333333,0.6837625
"337",45.3734939759036,2.53015075376884,590,742,57,"Forest","Cool Temperate Moist",516,101.166666666667,14.3416666666667,39.5625,0.703341666666667
"338",42.9638554216867,0.766331658291458,576,609,59,"Forest","Cool Temperate Moist",1057,96.0833333333333,13.5583333333333,45.6058333333333,0.696583333333333
"339",44.0481927710843,6.46482412060302,549,799,57,"Forest","Cool Temperate Moist",1640,99.6666666666667,10.5500000000001,30.0275,0.607708333333333
"340",44.1285140562249,7.21105527638191,555,734,58,"Forest","Cool Temperate Moist",2237,141,5.96666666666664,34.0741666666667,0.226704166666667
"341",47.140562248996,4.22613065326633,544,664,58,"Forest","Cool Temperate Moist",447,73.25,13.9833333333333,38.7791666666667,0.706116666666667
"342",45.0522088353414,3.54773869346734,565,597,59,"Forest","Cool Temperate Moist",640,56.9166666666667,14.675,39.0175,0.803233333333333
"343",45.5341365461847,6.73618090452261,514,600,60,"Forest","Cool Temperate Moist",2039,130,5.21666666666675,38.9833333333333,0.343541666666667
"344",43.004016064257,-0.319095477386934,557,655,59,"Forest","Cool Temperate Moist",1489,139.25,10.2250000000001,47.0058333333333,0.570154166666667
"345",47.2610441767068,3.75125628140704,550,710,56,"Forest","Cool Temperate Moist",247,76.0833333333333,14.975,38.7983333333333,0.710320833333333
"346",44.1285140562249,7.61809045226131,608,694,58,"Forest","Cool Temperate Moist",1380,88.5,11.6083333333334,33.045,0.564654166666667
"347",46.0562248995984,6.60050251256281,518,611,58,"Forest","Cool Temperate Moist",1059,128,11.5833333333333,34.2483333333333,0.6458625
"348",43.0441767068273,-0.522613065326633,543,771,56,"Forest","Cool Temperate Moist",1369,155.25,10.7,46.7825,0.467220833333333
"349",44.4497991967871,2.93718592964824,528,678,60,"Forest","Cool Temperate Moist",535,69.75,14.7416666666667,38.5666666666667,0.706379166666667
"350",42.4819277108434,2.32663316582915,521,699,60,"Forest","Cool Temperate Moist",1672,63.25,9.93333333333339,36.4125,0.764366666666667
"351",43.004016064257,0.155778894472362,510,754,60,"Forest","Cool Temperate Moist",1078,110.75,12.8416666666667,44.3925,0.796145833333333
"352",45.5341365461847,2.12311557788945,519,731,60,"Forest","Cool Temperate Moist",660,102.75,13.4916666666667,40.5691666666667,0.723808333333333
"353",43.4457831325301,2.19095477386935,508,743,60,"Forest","Cool Temperate Moist",698,95.9166666666667,15.0333333333334,46.8033333333333,0.758941666666667
"354",45.0522088353414,4.02261306532663,553,782,60,"Forest","Cool Temperate Moist",912,71,12.8666666666667,41.1541666666667,0.740520833333334
"355",48.2248995983936,6.93969849246231,0,0,0,"Forest","Cool Temperate Moist",440,86,13.0666666666667,39.5241666666667,0.601533333333333
"356",45.6144578313253,6.19346733668342,477,754,59,"Forest","Cool Temperate Moist",1437,171.25,8.60833333333335,41.7575,0.400975
"357",43.4056224899598,2.46231155778895,530,754,58,"Forest","Cool Temperate Moist",799,83,14.7333333333333,45.1483333333333,0.6909625
"358",48.1044176706827,6.93969849246231,490,750,58,"Forest","Cool Temperate Moist",883,111.833333333333,10.4166666666667,46.2308333333333,0.667825
"359",48.7469879518072,7.34673366834171,573,861,56,"Forest","Cool Temperate Moist",239,73.3333333333333,13.9416666666667,40.7383333333333,0.590766666666667
"360",42.9638554216867,0.223618090452262,537,852,57,"Forest","Cool Temperate Moist",1309,111.083333333333,11.0416666666667,45.0116666666667,0.627991666666667
"361",42.8032128514056,1.37688442211055,572,793,58,"Forest","Cool Temperate Moist",1413,79,11.2416666666667,45.5508333333333,0.4976625
"362",44.6104417670683,6.66834170854271,581,700,56,"Forest","Cool Temperate Moist",1989,84.5833333333333,6.96666666666675,33.1233333333333,0.382354166666667
"363",44.8915662650602,5.98994974874372,562,955,55,"Forest","Cool Temperate Moist",1879,139.416666666667,6.26666666666671,33.0033333333333,0.411283333333333
"364",44.9317269076305,4.15829145728643,549,678,58,"Forest","Cool Temperate Moist",1403,90.25,9.32499999999999,44.8866666666667,0.5653875
"365",44.570281124498,3.54773869346734,537,648,59,"Forest","Cool Temperate Moist",1103,75.3333333333333,11.6083333333334,40.9216666666667,0.6074375
"366",45.4939759036145,2.66582914572864,566,757,58,"Forest","Cool Temperate Moist",1001,114,11.7000000000001,45.1533333333333,0.636058333333333
"367",44.570281124498,5.78643216080402,559,714,61,"Forest","Cool Temperate Moist",1020,86.25,13.0083333333334,30.395,0.566679166666667
"368",42.7630522088353,1.85175879396985,585,829,54,"Forest","Cool Temperate Moist",1382,73.1666666666667,11.3666666666667,44.2608333333333,0.607895833333333
"369",42.7630522088353,1.51256281407035,593,833,53,"Forest","Cool Temperate Moist",1320,66.9166666666667,12.0333333333334,42.5558333333333,0.715841666666667
"370",42.8433734939759,2.39447236180905,556,889,55,"Forest","Cool Temperate Moist",808,66.25,14.9,39.37,0.707295833333333
"371",46.1767068273092,5.71859296482412,547,725,58,"Forest","Cool Temperate Moist",704,132.5,13.1666666666667,38.67,0.621683333333333
"372",44.6506024096386,3.54773869346734,552,880,56,"Forest","Cool Temperate Moist",1459,78.75,9.18333333333334,47.4591666666667,0.5674875
"373",46.8192771084337,4.29396984924623,529,838,56,"Forest","Cool Temperate Moist",507,78.0833333333333,13.95,40.82,0.722716666666667
"374",45.1726907630522,6.73618090452261,526,695,58,"Forest","Cool Temperate Moist",2237,113.083333333333,3.76666666666671,42.1125,0.241679166666667
"375",45.4939759036145,6.26130653266332,513,652,59,"Forest","Cool Temperate Moist",995,142.083333333333,11.7083333333334,32.8383333333333,0.678841666666667
"376",47.1004016064257,4.29396984924623,537,680,60,"Forest","Cool Temperate Moist",519,77.5833333333333,13.6166666666667,41.3433333333333,0.7745
